,peso
1497,0.9937482825909798
1498,0.9968386009263752
1499,1.3641291892800125
1500,0.9889392596674208
1501,
1502,0.8499265745709693
1503,0.9498153753472102
1504,1.4650270111075632
1505,
1506,0.801081059358955
1507,0.9009195304158544
1508,0.9697133035586962
1509,0.621714775610127
1510,0.9946214913642932
1511,0.9937482825909798
1512,0.9889392596674208
1513,
1514,
1515,0.768219311198313
1516,0.9355698273196454
1517,
1518,0.9937482825909798
1519,0.8499265745709693
1520,
1521,1.4567618975051762
1522,0.9498153753472102
1523,0.8906159414950875
1524,0.8127042159920195
1525,1.1899584754803376
1526,1.082169965922149
1527,0.8625376373025968
1528,0.7937193693786118
1529,0.6980427497875874
1530,1.0241591779693002
1531,1.0504298120301352
1532,0.8618727111611928
1533,1.487110108026502
1534,
1535,0.9479279367937642
1536,
1537,0.9937482825909798
1538,0.8127042159920195
1539,0.8906159414950875
1540,0.8646328759810094
1541,
1542,0.761245538376414
1543,0.9609299314846306
1544,
1545,1.295760141590918
1546,
1547,0.677652978685357
1548,1.3320282618301675
1549,0.9946214913642932
1550,0.8625376373025968
1551,
1552,
1553,0.8473749268196734
1554,1.2075998491487347
1555,
1556,0.8205792731105044
1557,
1558,0.9537227316863892
1559,0.8625376373025968
1560,0.7282498266657648
1561,0.761245538376414
1562,1.0504298120301352
1563,0.621714775610127
1564,0.8618727111611928
1565,0.8205792731105044
1566,0.8880394674518842
1567,1.0939312568899255
1568,
1569,0.9624185418247031
1570,1.1320600098667362
1571,0.8127042159920195
1572,0.8467125959830432
1573,0.8206598750765046
1574,0.8625376373025968
1575,1.0263111799625515
1576,0.8625376373025968
1577,0.8127042159920195
1578,
1579,1.3320282618301675
1580,0.9997321132579702
1581,1.1320600098667362
1582,1.1320600098667362
1583,0.9537227316863892
1584,0.9632642210867892
1585,0.8672722842458317
1586,0.8618727111611928
1587,0.7971473374353616
1588,
1589,1.1244312839997057
1590,0.9889392596674208
1591,
1592,0.9009195304158544
1593,0.9498153753472102
1594,0.9236548699651753
1595,0.9697133035586962
1596,
1597,0.9946214913642932
1598,0.9697133035586962
1599,1.092970861021536
1600,0.97954108647858
1601,
1602,1.092970861021536
1603,
1604,0.8618727111611928
1605,0.8205792731105044
1606,0.9223383032271258
1607,
1608,
1609,0.8906159414950875
1610,
1611,1.092970861021536
1612,
1613,1.4650270111075632
1614,0.9537227316863892
1615,
1616,1.3840978174045426
1617,1.446028123077973
1618,1.0357372459992058
1619,
1620,0.8722971593598836
1621,0.8913985276563825
1622,0.9697133035586962
1623,0.9479279367937642
1624,1.1087019479772977
1625,0.9537227316863892
1626,1.1624988073493252
1627,
1628,1.4650270111075632
1629,0.8205792731105044
1630,0.9624185418247031
1631,1.3641291892800125
1632,0.8618727111611928
1633,0.8618727111611928
1634,0.8618727111611928
1635,1.0756972254868906
1636,
1637,
1638,1.650263679534041
1639,0.8467125959830432
1640,1.082169965922149
1641,0.7282498266657648
1642,1.2097337131768453
1643,
1644,0.9083131492522732
1645,
1646,0.9937482825909798
1647,
1648,0.8205792731105044
1649,0.9937482825909798
1650,0.9355698273196454
1651,0.9180920951384401
1652,1.1484626547613603
1653,1.2011877644938567
1654,1.1188394442441143
1655,0.8473749268196734
1656,0.9319825951894087
1657,0.699712707617278
1658,
1659,1.4650270111075632
1660,
1661,
1662,0.9889392596674208
1663,0.8074210641155689
1664,0.9355698273196454
1665,0.9946214913642932
1666,0.8632955509970406
1667,1.3403733270090687
1668,0.7480744017009148
1669,0.7143095838450516
1670,0.8625376373025968
1671,0.999974047034032
1672,1.0704560720213026
1673,
1674,
1675,0.8906159414950875
1676,0.5400668175997645
1677,1.0999111163295796
1678,
1679,0.8618727111611928
1680,0.9009195304158544
1681,0.8618727111611928
1682,1.1945957704501395
1683,
1684,1.138983064026532
1685,0.8481195170074982
1686,1.0301932608479154
1687,0.9697133035586962
1688,1.048948887246657
1689,0.768219311198313
1690,0.9331401310538795
1691,1.082169965922149
1692,0.768219311198313
1693,0.926321759298577
1694,0.8906159414950875
1695,0.8127042159920195
1696,0.8763315642670002
1697,0.9996799583609051
1698,0.8926968363905772
1699,
1700,0.8618727111611928
1701,0.768219311198313
1702,0.9355698273196454
1703,0.9937482825909798
1704,1.0417838937026698
1705,0.9537227316863892
1706,0.9946214913642932
1707,1.2011877644938567
1708,0.8058050171482554
1709,0.9244664875046433
1710,0.9331401310538795
1711,0.9946214913642932
1712,1.0759794163225114
1713,0.9545607699212288
1714,
1715,1.446028123077973
1716,
1717,0.9596977388139318
1718,0.9236548699651753
1719,0.9818297520546243
1720,0.8672722842458317
1721,
1722,1.2402901920113742
1723,1.048948887246657
1724,0.7346894619248453
1725,
1726,0.8271587592699589
1727,0.9319825951894087
1728,0.9355698273196454
1729,
1730,0.9697133035586962
1731,0.8906159414950875
1732,1.290033623079511
1733,0.8127042159920195
1734,
1735,1.1831021430029447
1736,0.8249833007244772
1737,1.2402901920113742
1738,1.3641291892800125
1739,0.8206598750765046
1740,0.7122331880693517
1741,1.3544687420087618
1742,0.9937482825909798
1743,0.9697133035586962
1744,1.290033623079511
1745,1.029288822525004
1746,
1747,0.8645529281625582
1748,1.092970861021536
1749,0.9937482825909798
1750,0.9937482825909798
1751,
1752,0.9331401310538795
1753,1.2259146761748467
1754,1.1244312839997057
1755,1.0756972254868906
1756,
1757,0.9537227316863892
1758,0.9937482825909798
1759,0.8205792731105044
1760,1.0136492983706644
1761,1.2402901920113742
1762,0.7656110222257975
1763,1.3641291892800125
1764,0.9236548699651753
1765,0.8373737356765276
1766,1.241380037695732
1767,1.092970861021536
1768,1.3320282618301675
1769,
1770,
1771,0.8511127035520101
1772,
1773,0.9236548699651753
1774,0.999974047034032
1775,1.2402901920113742
1776,
1777,0.9537227316863892
1778,1.029288822525004
1779,0.7354186112273943
1780,0.8499265745709693
1781,0.9596977388139318
1782,0.8625376373025968
1783,0.9632642210867892
1784,0.9937482825909798
1785,1.3320282618301675
1786,1.092970861021536
1787,0.97954108647858
1788,
1789,1.2402901920113742
1790,
1791,1.1244312839997057
1792,1.1188394442441143
1793,
1794,
1795,0.9937482825909798
1796,1.3320282618301675
1797,1.2075998491487347
1798,0.8127042159920195
1799,
1800,1.4650270111075632
1801,1.2097337131768453
1802,0.8481195170074982
1803,
1804,
1805,
1806,
1807,1.027305676804085
1808,
1809,0.7282498266657648
1810,1.092970861021536
1811,0.9937482825909798
1812,0.7349238618495183
1813,0.8625376373025968
1814,0.7191350531930303
1815,0.768219311198313
1816,
1817,1.029288822525004
1818,
1819,1.0301932608479154
1820,1.092970861021536
1821,
1822,0.8473749268196734
1823,0.8913985276563825
1824,
1825,1.0939312568899255
1826,0.9624185418247031
1827,0.9889392596674208
1828,
1829,1.2402901920113742
1830,1.3403733270090687
1831,
1832,0.9889392596674208
1833,1.0756972254868906
1834,
1835,1.2706102985109358
1836,1.3320282618301675
1837,1.0999111163295796
1838,0.9497052790088754
1839,
1840,
1841,1.2402901920113742
1842,
1843,0.7541282131761298
1844,1.0756972254868906
1845,0.9009195304158544
1846,1.2402901920113742
1847,1.1484626547613603
1848,1.2402654936186772
1849,
1850,0.8074210641155689
1851,
1852,0.9624185418247031
1853,1.2964597296811455
1854,
1855,
1856,0.7282498266657648
1857,
1858,0.8618727111611928
1859,0.9537227316863892
1860,
1861,0.6444041602489269
1862,
1863,
1864,1.0417838937026698
1865,1.2480605245108263
1866,0.8553705676807353
1867,0.9889392596674208
1868,0.7937193693786118
1869,0.9355698273196454
1870,0.7852651643995509
1871,0.9937482825909798
1872,1.2480605245108263
1873,
1874,0.9624185418247031
1875,1.0504298120301352
1876,0.9889392596674208
1877,0.9355698273196454
1878,1.143761800291074
1879,0.9937482825909798
1880,1.3641291892800125
1881,1.0756972254868906
1882,
1883,1.092970861021536
1884,1.092970861021536
1885,0.9355698273196454
1886,0.9537227316863892
1887,0.9889392596674208
1888,
1889,1.1055765762556458
1890,0.8926968363905772
1891,1.082169965922149
1892,0.8906159414950875
1893,0.9624185418247031
1894,0.9624185418247031
1895,1.1611774043244152
1896,1.1203001288607153
1897,0.8473749268196734
1898,
1899,1.521943497007354
1900,1.082169965922149
1901,0.7947090035914443
1902,1.138983064026532
1903,0.9319825951894087
1904,1.0408578167777027
1905,0.8449235452509276
1906,0.8526836722854503
1907,0.9498153753472102
1908,1.092970861021536
1909,1.3544687420087618
1910,
1911,0.5571075782115368
1912,0.9537227316863892
1913,
1914,1.7866975374201417
1915,1.092970861021536
1916,
1917,0.8383475207491008
1918,
1919,0.8618727111611928
1920,1.138983064026532
1921,1.3327761085671395
1922,1.3320282618301675
1923,0.8473749268196734
1924,0.8347005901248613
1925,0.82572014565412
1926,1.082169965922149
1927,1.1188394442441143
1928,1.1264181867561947
1929,
1930,1.092970861021536
1931,
1932,0.631181378141308
1933,0.7349238618495183
